dataset,source_row_id,task_label,source_study_id,source_citation,source_doi_or_url,original_material_label,verified_material_group,grouping_rule,provenance_confidence
Dataset III,1148,CAR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSB,Lee2021_Fungicides::PSB,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1149,CAR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1150,CAR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1151,CAR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1152,CAR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1153,CAR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1154,CAR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1155,CAR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1156,CAR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1157,CAR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1158,CAR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1159,CAR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1160,CAR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1161,CAR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1162,CAR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1163,CAR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1164,PYR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSB,Lee2021_Fungicides::PSB,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1165,PYR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSB,Lee2021_Fungicides::PSB,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1166,PYR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSB,Lee2021_Fungicides::PSB,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1167,PYR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSB,Lee2021_Fungicides::PSB,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1168,PYR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSB,Lee2021_Fungicides::PSB,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1169,PYR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSB,Lee2021_Fungicides::PSB,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1170,PYR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSB,Lee2021_Fungicides::PSB,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1171,PYR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSB,Lee2021_Fungicides::PSB,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1172,PYR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSB,Lee2021_Fungicides::PSB,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1173,PYR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSB,Lee2021_Fungicides::PSB,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1174,PYR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSB,Lee2021_Fungicides::PSB,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1175,PYR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSB,Lee2021_Fungicides::PSB,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1176,PYR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSB,Lee2021_Fungicides::PSB,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1177,PYR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSB,Lee2021_Fungicides::PSB,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1178,PYR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSB,Lee2021_Fungicides::PSB,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1179,PYR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1180,PYR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1181,PYR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1182,PYR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1183,PYR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1184,PYR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1185,PYR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1186,PYR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1187,PYR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1188,PYR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1189,PYR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1190,PYR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1191,PYR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1192,PYR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1193,PYR,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1194,TEB,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSB,Lee2021_Fungicides::PSB,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1195,TEB,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSB,Lee2021_Fungicides::PSB,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1196,TEB,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSB,Lee2021_Fungicides::PSB,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1197,TEB,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSB,Lee2021_Fungicides::PSB,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1198,TEB,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSB,Lee2021_Fungicides::PSB,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1199,TEB,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSB,Lee2021_Fungicides::PSB,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1200,TEB,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSB,Lee2021_Fungicides::PSB,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1201,TEB,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSB,Lee2021_Fungicides::PSB,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1202,TEB,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSB,Lee2021_Fungicides::PSB,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1203,TEB,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSB,Lee2021_Fungicides::PSB,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1204,TEB,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSB,Lee2021_Fungicides::PSB,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1205,TEB,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSB,Lee2021_Fungicides::PSB,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1206,TEB,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSB,Lee2021_Fungicides::PSB,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1207,TEB,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSB,Lee2021_Fungicides::PSB,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1208,TEB,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSB,Lee2021_Fungicides::PSB,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1209,TEB,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1210,TEB,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1211,TEB,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1212,TEB,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1213,TEB,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1214,TEB,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1215,TEB,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1216,TEB,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1217,TEB,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1218,TEB,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1219,TEB,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1220,TEB,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1221,TEB,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1222,TEB,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1223,TEB,Lee2021_Fungicides,"Lee et al., Enhanced adsorption capacities of fungicides using peanut shell biochar via successive chemical modification with KMnO4 and KOH, Separations 8 (2021) 52.",https://doi.org/10.3390/separations8040052,PSBOX-A,Lee2021_Fungicides::PSBOX-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1224,IBF,Shin2019_Pharmaceuticals,"Shin et al., Removal efficiency of pharmaceuticals using coffee residues biochar activated with zinc chloride and powdered activated carbon, Journal of Korean Society of Environmental Engineers 41 (2019) 515-523.",,C-Biochar,Shin2019_Pharmaceuticals::C-Biochar,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1225,IBF,Shin2019_Pharmaceuticals,"Shin et al., Removal efficiency of pharmaceuticals using coffee residues biochar activated with zinc chloride and powdered activated carbon, Journal of Korean Society of Environmental Engineers 41 (2019) 515-523.",,C-Biochar,Shin2019_Pharmaceuticals::C-Biochar,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1226,IBF,Shin2019_Pharmaceuticals,"Shin et al., Removal efficiency of pharmaceuticals using coffee residues biochar activated with zinc chloride and powdered activated carbon, Journal of Korean Society of Environmental Engineers 41 (2019) 515-523.",,C-Biochar,Shin2019_Pharmaceuticals::C-Biochar,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1227,IBF,Shin2019_Pharmaceuticals,"Shin et al., Removal efficiency of pharmaceuticals using coffee residues biochar activated with zinc chloride and powdered activated carbon, Journal of Korean Society of Environmental Engineers 41 (2019) 515-523.",,C-Biochar,Shin2019_Pharmaceuticals::C-Biochar,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1228,IBF,Shin2019_Pharmaceuticals,"Shin et al., Removal efficiency of pharmaceuticals using coffee residues biochar activated with zinc chloride and powdered activated carbon, Journal of Korean Society of Environmental Engineers 41 (2019) 515-523.",,C-Biochar,Shin2019_Pharmaceuticals::C-Biochar,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1229,IBF,Shin2019_Pharmaceuticals,"Shin et al., Removal efficiency of pharmaceuticals using coffee residues biochar activated with zinc chloride and powdered activated carbon, Journal of Korean Society of Environmental Engineers 41 (2019) 515-523.",,C-Biochar,Shin2019_Pharmaceuticals::C-Biochar,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1230,IBF,Shin2019_Pharmaceuticals,"Shin et al., Removal efficiency of pharmaceuticals using coffee residues biochar activated with zinc chloride and powdered activated carbon, Journal of Korean Society of Environmental Engineers 41 (2019) 515-523.",,C-Biochar,Shin2019_Pharmaceuticals::C-Biochar,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1231,IBF,Shin2019_Pharmaceuticals,"Shin et al., Removal efficiency of pharmaceuticals using coffee residues biochar activated with zinc chloride and powdered activated carbon, Journal of Korean Society of Environmental Engineers 41 (2019) 515-523.",,C-Biochar,Shin2019_Pharmaceuticals::C-Biochar,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1232,IBF,Shin2019_Pharmaceuticals,"Shin et al., Removal efficiency of pharmaceuticals using coffee residues biochar activated with zinc chloride and powdered activated carbon, Journal of Korean Society of Environmental Engineers 41 (2019) 515-523.",,C-Biochar,Shin2019_Pharmaceuticals::C-Biochar,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1233,IBF,Shin2019_Pharmaceuticals,"Shin et al., Removal efficiency of pharmaceuticals using coffee residues biochar activated with zinc chloride and powdered activated carbon, Journal of Korean Society of Environmental Engineers 41 (2019) 515-523.",,C-Biochar,Shin2019_Pharmaceuticals::C-Biochar,source study + source-specific material label,material label and source study verified from source article/SI
Dataset III,1234,IBF,Shin2019_Pharmaceuticals,"Shin et al., Removal efficiency of pharmaceuticals using coffee residues biochar activated with zinc chloride and powdered activated carbon, Journal of Korean Society of Environmental Engineers 41 (2019) 515-523.",,C-Biochar,Shin2019_Pharmaceuticals::C-Biochar,source study + source-specific material label,material label and source study verified from source article/SI
