dataset,source_row_id,task_label,source_study_id,source_citation,source_doi_or_url,original_material_label,verified_material_group,grouping_rule,provenance_confidence
Dataset II,358,Co(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-A,Shin2021_Alkaline::SCWB-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,359,Co(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-A,Shin2021_Alkaline::SCWB-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,360,Co(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-A,Shin2021_Alkaline::SCWB-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,361,Co(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-A,Shin2021_Alkaline::SCWB-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,362,Sr(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-A,Shin2021_Alkaline::SCWB-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,363,Sr(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-A,Shin2021_Alkaline::SCWB-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,364,Sr(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-A,Shin2021_Alkaline::SCWB-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,365,Sr(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-A,Shin2021_Alkaline::SCWB-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,366,Sr(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-A,Shin2021_Alkaline::SCWB-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,367,Sr(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-A,Shin2021_Alkaline::SCWB-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,368,Sr(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-A,Shin2021_Alkaline::SCWB-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,369,Sr(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-A,Shin2021_Alkaline::SCWB-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,370,Sr(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-A,Shin2021_Alkaline::SCWB-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,371,Sr(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-A,Shin2021_Alkaline::SCWB-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,372,Sr(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-A,Shin2021_Alkaline::SCWB-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,373,Sr(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-A,Shin2021_Alkaline::SCWB-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,374,Ba(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,375,Ba(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,376,Ba(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,377,Ba(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,378,Ba(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,379,Ba(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,380,Ba(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,381,Ba(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,382,Ba(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,383,Ba(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,384,Ba(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,385,Ba(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,386,Ba(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,387,Ba(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,388,Ba(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,389,Ba(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,390,Ba(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,391,Ba(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,392,Co(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,393,Co(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,394,Co(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,395,Co(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,396,Co(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,397,Co(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,398,Co(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,399,Co(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,400,Co(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,401,Co(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,402,Co(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,403,Co(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,404,Co(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,405,Co(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,406,Co(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,407,Co(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,408,Co(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,409,Co(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,410,Sr(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,411,Sr(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,412,Sr(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,413,Sr(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,414,Sr(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,415,Sr(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,416,Sr(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,417,Sr(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,418,Sr(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,419,Sr(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,420,Sr(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,421,Sr(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,422,Sr(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,423,Sr(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,424,Sr(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,425,Sr(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,426,Sr(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,427,Sr(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-P,Shin2021_Alkaline::SCWB-P,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,428,Ba(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-A,Shin2021_Alkaline::SCWB-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,429,Ba(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-A,Shin2021_Alkaline::SCWB-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,430,Ba(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-A,Shin2021_Alkaline::SCWB-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,431,Ba(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-A,Shin2021_Alkaline::SCWB-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,432,Ba(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-A,Shin2021_Alkaline::SCWB-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,433,Ba(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-A,Shin2021_Alkaline::SCWB-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,434,Ba(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-A,Shin2021_Alkaline::SCWB-A,source study + source-specific material label,material label and source study verified from source article/SI
Dataset II,435,Ba(II),Shin2021_Alkaline,"Shin et al., Changes in adsorption mechanisms of radioactive barium, cobalt, and strontium ions using spent coffee waste biochars via alkaline chemical activation, Environmental Research 199 (2021) 111346.",https://doi.org/10.1016/j.envres.2021.111346,SCWB-A,Shin2021_Alkaline::SCWB-A,source study + source-specific material label,material label and source study verified from source article/SI
